flow_code,country,approval_date,Approval year,grant_amount_usd_mil,purpose_code,income_type
WB_IFC,Nigeria,2020-06-18,2020,0.0,4 - Private,Lower middle income
WB_IFC,South Africa,2020-06-20,2020,0.0,4 - Private,Upper middle income
WB_IFC,Maldives,2020-07-01,2020,0.0,4 - Private,Upper middle income
WB_IFC,Egypt,2020-07-05,2020,0.0,4 - Private,Lower middle income
WB_IFC,Mauritania,2020-07-06,2020,0.0,4 - Private,Lower middle income
WB_IFC,Vietnam,2020-07-06,2020,0.0,4 - Private,Lower middle income
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
